num_vehicles,distance,fitness
21.0,1870.6937996225547,21.999659687912658
39.0,4084.907607133059,39.999844153204705
40.0,4322.32181516324,40.99985271347479
34.0,4115.982841248308,34.999845329831444
36.0,4040.7613138804454,36.999842450540896
38.0,4127.618287843389,38.99984576583503
41.0,4637.167414853463,41.99986271365565
39.0,4347.022519678338,39.99985355038805
36.0,4155.077187911938,36.999846785094164
38.0,4482.230378774759,38.99985796808553
37.0,4563.4890474580825,37.99986049714253
39.0,4205.8251979271145,39.99984863380421
29.0,3425.095848839675,29.99981413082075
40.0,4568.527349651174,40.99986065099025
38.0,4493.0723843826245,38.99985831081554
33.0,4099.62182053249,33.999844712564325
39.0,4250.212367806459,39.99985021459976
40.0,4452.483181493746,40.999857019165326
35.0,4532.249471093513,35.999859535586886
35.0,4689.86536882281,35.99986425628187
39.0,4380.657764509591,39.999854674846674
35.0,4045.836306934577,35.999842648166876
37.0,4295.524376608481,37.99985179463436
41.0,4594.302542049029,41.9998614327732
39.0,4474.223663971869,39.99985771391652
39.0,4535.205544468341,39.999859627142406
40.0,4432.008834851876,40.999856358643385
38.0,4467.178877875828,38.99985748952994
38.0,4387.528606432347,38.99985490242493
37.0,4247.2702721279975,37.999850110843006
35.0,4328.028587149474,35.999852907681124
39.0,4516.770581967636,39.999859054217964
34.0,4030.7019179441013,34.999842057345774
41.0,4501.650300627899,41.999858580804954
35.0,3684.0197077135804,35.99982719425865
40.0,3947.152367798162,40.999838714166714
31.0,3225.9126861231807,31.999802654376012
37.0,4186.695872686398,37.999847942200816
38.0,4424.453259956313,38.999856113349125
40.0,4451.01491386721,40.999856971999876
36.0,4382.368265328139,36.99985473156915
38.0,4524.619139487882,38.99985929870728
35.0,4558.846434135904,35.999860355076365
38.0,4195.948094900239,38.999848277493925
36.0,4356.350481997451,36.99985386397081
36.0,4279.361806820895,36.99985123488279
35.0,3587.9464740493654,35.99982256709779
36.0,4500.310262802723,36.99985853869518
36.0,4269.766029501392,36.99985090055138
42.0,4540.191398152481,42.99985978129417
39.0,4311.414015995005,39.999852340842565
37.0,4469.1961529807195,37.999857553855335
41.0,4164.331148013347,41.999847125567705
38.0,4580.120672979101,38.99986100371416
36.0,4383.874803197508,36.99985478149128
38.0,4325.555208515077,38.99985282357285
38.0,4454.794229599848,38.9998570933406
38.0,4332.547236576132,38.999853061091706
35.0,4342.497976325549,35.999853397799015
37.0,4213.1955113167005,37.99984889859521
37.0,4294.861464274225,37.99985177175884
39.0,4366.413214714035,39.99985420075244
31.0,4138.746726345332,31.999846180546413
36.0,4590.094615837314,36.999861305743
30.0,3330.735699057271,30.99980886512448
39.0,4380.053323261479,39.999854654792
35.0,4289.9928675935225,35.99985160353863
36.0,4713.752238942345,36.99986494416114
36.0,4137.39038795548,36.999846130120616
38.0,4634.543866581151,38.99986263593984
36.0,4274.567225097586,36.999851068019936
35.0,4508.1132546205135,35.99985878354736
40.0,4564.651570249527,40.99986053267103
33.0,3473.8944104494353,33.999816741766
41.0,4330.561093648548,41.99985299370052
35.0,4454.39230559126,35.999857080446
33.0,4189.384271591131,33.999848039778875
39.0,4312.365798108994,39.99985237343241
36.0,4288.171677811609,36.99985154051455
40.0,4517.990903691585,40.9998590922878
38.0,4246.573604635722,38.99985008625309
36.0,4274.438043522799,36.99985106351893
42.0,4445.8171274318165,42.99985680478
37.0,4379.034681926497,37.99985462098213
33.0,3567.1684784125423,33.99982153358902
33.0,3545.5308394059502,33.999820444445604
41.0,4544.655741209256,41.99985991903494
33.0,3327.7663076818408,33.999808694573375
36.0,4669.697967018166,36.99986367003452
39.0,4384.568749752225,39.99985480447504
35.0,4381.19849749839,35.99985469278288
37.0,4404.477740919987,37.99985546078358
30.0,4134.365616284095,30.999846017546815
39.0,4348.535911723016,39.99985360135594
33.0,4436.485819106688,33.999856503595964
39.0,4417.557995696452,39.99985588875978
